OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
1253148	385779032	Clo1313_1689	1980032	1980811	-	259	-	ABC transporter
1253148	385779031	Clo1313_1688	1979177	1980031	-	284	-	ABC-3 protein
1253149	385779039	Clo1313_1696	1987457	1988650	-	397	-	peptidase M24
1253149	385779038	Clo1313_1695	1986693	1987424	-	243	-	hypothetical protein
1253150	385779041	Clo1313_1698	1991452	1992135	-	227	-	ABC transporter
1253150	385779040	Clo1313_1697	1988849	1991455	-	868	-	hypothetical protein
1253151	385779043	Clo1313_1700	1993253	1993924	-	223	-	winged helix family two component transcriptional regulator
1253151	385779042	Clo1313_1699	1992244	1993260	-	338	-	integral membrane sensor signal transduction histidine kinase
1253152	385779047	Clo1313_1704	1998564	2000096	-	510	-	radical SAM protein
1253152	385779046	Clo1313_1703	1996370	1998553	-	727	-	bacteriocin ABC transporter
1253153	385779050	Clo1313_1707	2001765	2003306	-	513	-	hypothetical protein
1253153	385779049	Clo1313_1706	2001004	2001774	-	256	-	hypothetical protein
1253154	385779056	Clo1313_1713	2009076	2009237	+	53	-	sodium pump decarboxylase subunit gamma
1253154	385779055	Clo1313_1712	2007949	2009058	+	369	-	sodium ion-translocating decarboxylase subunit beta
1253155	385779060	Clo1313_1717	2011432	2013660	-	742	-	formate acetyltransferase
1253155	385779059	Clo1313_1716	2010689	2011405	-	238	-	pyruvate formate-lyase activating enzyme
1253156	385779068	Clo1313_1725	2020402	2021172	-	256	-	RNA polymerase sigma 28 subunit FliA/WhiG
1253156	385779067	Clo1313_1724	2018734	2020362	-	542	-	hypothetical protein
1253156	385779066	Clo1313_1723	2018396	2018707	-	103	-	hypothetical protein
1253156	385779065	Clo1313_1722	2017776	2018360	-	194	-	hypothetical protein
1253156	385779064	Clo1313_1721	2017115	2017744	-	209	-	aminodeoxychorismate lyase
1253157	385779083	Clo1313_1740	2034375	2034872	-	165	-	hypothetical protein
1253157	385779082	Clo1313_1739	2033603	2034385	-	260	-	flagellar biosynthetic protein FliP
1253157	385779081	Clo1313_1738	2033281	2033550	-	89	-	flagellar biosynthetic protein FliQ
1253157	385779080	Clo1313_1737	2032466	2033251	-	261	-	flagellar biosynthetic protein FliR
1253157	385779079	Clo1313_1736	2031291	2032469	-	392	-	flagellar biosynthetic protein FlhB
1253157	385779078	Clo1313_1735	2029220	2031250	-	676	-	flagellar biosynthesis protein FlhA
1253157	385779077	Clo1313_1734	2028007	2029218	-	403	-	flagellar biosynthetic protein FlhF
1253157	385779076	Clo1313_1733	2027098	2028006	-	302	-	cobyrinic acid ac-diamide synthase
1253157	385779075	Clo1313_1732	2026381	2027055	-	224	-	type IV pilus assembly PilZ
1253157	385779074	Clo1313_1731	2025307	2026371	-	354	-	response regulator receiver modulated CheB methylesterase
1253157	385779073	Clo1313_1730	2023229	2025307	-	692	-	CheA signal transduction histidine kinase
1253157	385779072	Clo1313_1729	2022748	2023212	-	154	-	CheW protein
1253157	385779071	Clo1313_1728	2022123	2022743	-	206	-	CheC, inhibitor of MCP methylation
1253157	385779070	Clo1313_1727	2021638	2022123	-	161	-	protein CheD
1253157	385779069	Clo1313_1726	2021225	2021623	-	132	-	hypothetical protein
1253158	385779087	Clo1313_1744	2037645	2038148	-	167	-	flagellar basal body-associated protein FliL
1253158	385779086	Clo1313_1743	2036646	2037632	-	328	-	flagellar motor switch protein FliM
1253158	385779085	Clo1313_1742	2035424	2036644	-	406	-	CheC, inhibitor of MCP methylation / FliN fusion protein
1253159	385779090	Clo1313_1747	2040144	2040533	-	129	-	flagellar operon protein
1253159	385779091	Clo1313_1748	2040583	2041554	-	323	-	flagellar hook capping protein
1253159	385779092	Clo1313_1749	2041570	2043156	-	528	-	Flagellar hook-length control protein-like, C-terminal domain
1253159	385779093	Clo1313_1750	2043201	2044031	-	276	-	hypothetical protein
1253160	385779094	Clo1313_1751	2044093	2044551	-	152	-	flagellar export protein FliJ
1253160	385779095	Clo1313_1752	2044573	2045886	-	437	-	FliI/YscN family ATPase
1253160	385779096	Clo1313_1753	2045931	2046722	-	263	-	flagellar assembly protein FliH/type III secretion system HrpE
1253160	385779097	Clo1313_1754	2046715	2047737	-	340	-	flagellar motor switch protein FliG
1253160	385779098	Clo1313_1755	2047789	2049342	-	517	-	flagellar M-ring protein FliF
1253161	385779099	Clo1313_1756	2049428	2049742	-	104	-	flagellar hook-basal body complex subunit FliE
1253161	385779100	Clo1313_1757	2049801	2050244	-	147	-	flagellar basal-body rod protein FlgC
1253161	385779101	Clo1313_1758	2050251	2050655	-	134	-	flagellar basal-body rod protein FlgB
1253162	385779102	Clo1313_1759	2051095	2052405	-	436	-	hypothetical protein
1253162	385779103	Clo1313_1760	2052407	2054515	-	702	-	DNA topoisomerase I
1253163	385779106	Clo1313_1763	2056863	2057225	-	120	-	hypothetical protein
1253163	385779107	Clo1313_1764	2057255	2057671	-	138	-	hypothetical protein
1253163	385779108	Clo1313_1765	2057688	2059226	-	512	-	Mg chelatase subunit ChlI
1253164	385779112	Clo1313_1769	2061482	2063353	-	623	-	hypothetical protein
1253164	385779113	Clo1313_1770	2063409	2063864	-	151	-	ATP-cone domain-containing protein
1253165	385779116	Clo1313_1773	2065463	2066197	-	244	-	RNA polymerase sigma 28 subunit SigE
1253165	385779117	Clo1313_1774	2066250	2067143	-	297	-	sigma-E processing peptidase SpoIIGA
1253166	385779120	Clo1313_1777	2070203	2070580	-	125	-	hypothetical protein
1253166	385779121	Clo1313_1778	2070596	2071456	-	286	-	polypeptide-transport-associated domain-containing protein
1253167	385779122	Clo1313_1780	2072650	2074053	+	467	-	hypothetical protein
1253167	385779123	Clo1313_1781	2074055	2074801	+	248	-	CobB/CobQ domain-containing protein glutamine amidotransferase
1253168	385779126	Clo1313_1784	2077601	2078059	-	152	-	hypothetical protein
1253168	385779127	Clo1313_1785	2078103	2081273	-	1056	-	hypothetical protein
1253169	385779128	Clo1313_1786	2081584	2082813	-	409	-	Dockerin type 1
1253169	385779129	Clo1313_1787	2082841	2083941	-	366	-	ATPase
1253170	385779132	Clo1313_1790	2087859	2088104	-	81	-	hypothetical protein
1253170	385779133	Clo1313_1791	2088106	2089806	-	566	-	hydrogenase, Fe-only
1253170	385779134	Clo1313_1792	2089811	2091685	-	624	-	NADH dehydrogenase (quinone)
1253170	385779135	Clo1313_1793	2091678	2092175	-	165	-	NADH dehydrogenase (ubiquinone) 24 kDa subunit
1253170	385779136	Clo1313_1794	2092187	2093356	-	389	-	Stage II sporulation protein E
1253170	385779137	Clo1313_1795	2093349	2095019	-	556	-	PAS/PAC sensor protein
1253171	385779138	Clo1313_1796	2095072	2095317	-	81	-	hypothetical protein
1253171	385779139	Clo1313_1797	2095330	2096079	-	249	-	aminoglycoside phosphotransferase
1253171	385779140	Clo1313_1798	2096076	2098697	-	873	-	iron-containing alcohol dehydrogenase
1253171	385779141	Clo1313_1799	2098678	2099361	-	227	-	CoA-binding protein
1253172	385779142	Clo1313_1800	2099678	2100262	-	194	-	dipicolinic acid synthetase subunit B
1253172	385779143	Clo1313_1801	2100267	2101139	-	290	-	dipicolinate synthase subunit A
1253173	385779147	Clo1313_1805	2105610	2105867	+	85	-	hypothetical protein
1253173	385779148	Clo1313_1806	2105880	2106125	+	81	-	spore coat protein CotJB
1253174	385779153	Clo1313_1811	2115944	2117302	-	452	-	hypothetical protein
1253174	385779154	Clo1313_1812	2117317	2117586	-	89	-	ACT domain-containing protein
1253175	385779156	Clo1313_1814	2120532	2121839	+	435	-	radical SAM domain-containing protein
1253175	385779157	Clo1313_1815	2121869	2122606	+	245	-	hypothetical protein
1253176	385779159	Clo1313_1817	2124295	2125863	-	522	-	type 3a cellulose-binding domain-containing protein
1253176	385779160	Clo1313_1818	2125863	2126687	-	274	-	RNA polymerase, sigma 28 subunit, SigI
1253177	385779163	Clo1313_1821	2132239	2133267	+	342	-	hypothetical protein
1253177	385779164	Clo1313_1822	2133260	2134087	+	275	-	hypothetical protein
1253178	385779166	Clo1313_1824	2134685	2136445	-	586	-	ABC transporter
1253178	385779167	Clo1313_1825	2136447	2138171	-	574	-	ABC transporter
1253179	385779168	Clo1313_1826	2138598	2139023	-	141	-	transporter
1253179	385779169	Clo1313_1827	2139037	2140206	-	389	-	iron-containing alcohol dehydrogenase
1253179	385779170	Clo1313_1828	2140244	2141209	-	321	-	periplasmic binding protein/LacI transcriptional regulator
1253180	385779171	Clo1313_1829	2141289	2142338	-	349	-	inner-membrane translocator
1253180	385779172	Clo1313_1830	2142350	2143849	-	499	-	ABC transporter
1253181	385779173	Clo1313_1831	2144167	2145381	-	404	-	ROK family protein
1253181	385779174	Clo1313_1832	2145437	2146408	-	323	-	PfkB domain-containing protein
1253181	385779175	Clo1313_1833	2146446	2147480	-	344	-	alcohol dehydrogenase GroES domain-containing protein
1253182	385779176	Clo1313_1834	2147757	2148362	-	201	-	hypothetical protein
1253182	385779177	Clo1313_1835	2148367	2148651	-	94	-	hypothetical protein
1253183	385779179	Clo1313_1840	2151574	2152296	-	240	-	hypothetical protein
1253183	385779180	Clo1313_1841	2152313	2152552	-	79	-	hypothetical protein
1253184	385779181	Clo1313_1842	2152678	2153640	-	320	-	hypothetical protein
1253184	385779182	Clo1313_1843	2153637	2154245	-	202	-	hypothetical protein
1253184	385779183	Clo1313_1844	2154259	2155167	-	302	-	peptidase M56 BlaR1
1253184	385779184	Clo1313_1845	2155174	2155527	-	117	-	CopY family transcriptional repressor
1253185	385779187	Clo1313_1848	2159272	2160117	+	281	-	oxidoreductase FAD/NAD(P)-binding domain-containing protein
1253185	385779188	Clo1313_1849	2160110	2161504	+	464	-	glutamate synthase (NADPH), homotetrameric
1253186	385779190	Clo1313_1851	2163333	2164274	-	313	-	hypothetical protein
1253186	385779191	Clo1313_1852	2164261	2165484	-	407	-	hypothetical protein
1253186	385779192	Clo1313_1853	2165499	2166245	-	248	-	1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate (AIR) carboxylase
1253186	385779193	Clo1313_1854	2166273	2167142	-	289	-	hypothetical protein
1253187	385779197	Clo1313_1858	2173147	2174319	-	390	-	class I and II aminotransferase
1253187	385779198	Clo1313_1859	2174316	2174795	-	159	-	AsnC family transcriptional regulator
1253188	385779199	Clo1313_1860	2174984	2175202	-	72	-	hypothetical protein
1253188	385779200	Clo1313_1861	2175311	2175877	-	188	-	hypothetical protein
1253189	385779207	Clo1313_1869	2185307	2186485	-	392	-	hypothetical protein
1253189	385779208	Clo1313_1870	2186556	2187545	-	329	-	CoA-substrate-specific enzyme activase
1253189	385779209	Clo1313_1871	2187514	2188629	-	371	-	hypothetical protein
1253189	385779210	Clo1313_1872	2188601	2189593	-	330	-	hypothetical protein
1253190	385779216	Clo1313_1878	2195354	2196310	+	318	-	L-lactate dehydrogenase
1253190	385779217	Clo1313_1879	2196363	2197535	+	390	-	malic protein NAD-binding protein
1253191	385779219	Clo1313_1881	2198449	2200197	-	582	-	hydrogenase, Fe-only
1253191	385779220	Clo1313_1882	2200217	2202010	-	597	-	NADH dehydrogenase (quinone)
1253191	385779221	Clo1313_1883	2202043	2202411	-	122	-	ferredoxin
1253191	385779222	Clo1313_1884	2202395	2202961	-	188	-	ATP-binding protein
1253191	385779223	Clo1313_1885	2202958	2203455	-	165	-	NADH-quinone oxidoreductase subunit E
1253192	385779224	Clo1313_1886	2203717	2204427	-	236	-	PHP domain-containing protein
1253192	385779225	Clo1313_1887	2204424	2204753	-	109	-	DRTGG domain-containing protein
1253192	385779226	Clo1313_1888	2204753	2206099	-	448	-	Fe-S cluster domain-containing protein
1253192	385779227	Clo1313_1889	2206118	2206567	-	149	-	anti-sigma regulatory factor
1253192	385779228	Clo1313_1890	2206564	2206917	-	117	-	hypothetical protein
1253193	385779238	Clo1313_1901	2218618	2220555	-	645	-	NAD+ synthetase
1253193	385779239	Clo1313_1902	2220590	2223244	-	884	-	valyl-tRNA synthetase
1253193	385779240	Clo1313_1903	2223287	2223529	-	80	-	hypothetical protein
1253194	385779243	Clo1313_1906	2226535	2228001	-	488	-	hypothetical protein
1253194	385779244	Clo1313_1907	2228047	2228691	-	214	-	class II aldolase/adducin family protein
1253195	385779247	Clo1313_1910	2230554	2232488	-	644	-	PA14 domain-containing protein
1253195	385779248	Clo1313_1911	2232481	2233230	-	249	-	RNA polymerase sigma-I factor
1253196	385779257	Clo1313_1921	2247332	2249515	-	727	-	DNA topoisomerase
1253196	385779258	Clo1313_1922	2249590	2251575	-	661	-	DNA gyrase subunit B domain-containing protein
1253197	385779259	Clo1313_1923	2251931	2252377	+	148	-	hypothetical protein
1253197	385779260	Clo1313_1924	2252464	2252658	+	64	-	hypothetical protein
1253198	385779261	Clo1313_1925	2252704	2253144	-	146	-	hypothetical protein
1253198	385779262	Clo1313_1926	2253164	2253934	-	256	-	hypothetical protein
1253199	385779272	Clo1313_1938	2270220	2271506	-	428	-	homoserine dehydrogenase
1253199	385779273	Clo1313_1939	2271577	2273934	-	785	-	helicase c2
1253200	385779275	Clo1313_1942	2278801	2280075	-	424	-	response regulator receiver sensor signal transduction histidine kinase
1253200	385779276	Clo1313_1943	2280209	2280316	-	35	-	hypothetical protein
1253200	385779277	Clo1313_1944	2280317	2281525	-	402	-	isocitrate dehydrogenase
1253201	385779281	Clo1313_1948	2286218	2286526	-	102	-	Coat F domain-containing protein
1253201	385779282	Clo1313_1949	2286529	2286747	-	72	-	hypothetical protein
1253202	385779283	Clo1313_1950	2286835	2287530	-	231	-	pseudouridine synthase
1253202	385779284	Clo1313_1951	2287527	2288402	-	291	-	hypothetical protein
1253203	385779294	Clo1313_1961	2302873	2303670	+	265	-	RNA polymerase sigma-I factor
1253203	385779295	Clo1313_1962	2303651	2305687	+	678	-	type 3a cellulose-binding domain-containing protein
1253204	385779300	Clo1313_1967	2310048	2311343	-	431	-	gamma-glutamyl phosphate reductase
1253204	385779301	Clo1313_1968	2311402	2312055	-	217	-	HAD-superfamily hydrolase
1253205	385779303	Clo1313_1970	2314565	2315149	-	194	-	rhomboid family protein
1253205	385779304	Clo1313_1971	2315173	2316582	-	469	-	Dockerin type 1
1253206	385779307	Clo1313_1974	2320211	2320834	-	207	-	hypothetical protein
1253206	385779308	Clo1313_1975	2320838	2322178	-	446	-	hypothetical protein
1253206	385779309	Clo1313_1976	2322179	2323168	-	329	-	ATPase
1253206	385779310	Clo1313_1977	2323125	2324276	-	383	-	hypothetical protein
1253206	385779311	Clo1313_1978	2324294	2326834	-	846	-	transglutaminase domain-containing protein
1253207	385779312	Clo1313_1979	2326909	2328099	-	396	-	hypothetical protein
1253207	385779313	Clo1313_1980	2328133	2330541	-	802	-	peptidase C11 clostripain
1253208	385779317	Clo1313_1984	2336577	2336954	+	125	-	ArsR family transcriptional regulator
1253208	385779318	Clo1313_1985	2336956	2339079	+	707	-	cadmium-translocating P-type ATPase
1253209	385779321	Clo1313_1988	2341689	2342363	-	224	-	hypothetical protein
1253209	385779322	Clo1313_1989	2342327	2343109	-	260	-	VTC domain-containing protein
1253210	385779327	Clo1313_1995	2352040	2352630	-	196	-	N-acetyltransferase GCN5
1253210	385779328	Clo1313_1996	2352646	2353641	-	331	-	hypothetical protein
1253210	385779329	Clo1313_1997	2353638	2354975	-	445	-	radical SAM protein
1253210	385779330	Clo1313_1998	2354972	2356678	-	568	-	hypothetical protein
1253211	385779335	Clo1313_2004	2361554	2363293	-	579	-	UvrD/REP helicase
1253211	385779336	Clo1313_2005	2363277	2365367	-	696	-	SMC domain-containing protein
1253211	385779337	Clo1313_2006	2365406	2366935	-	509	-	ADP-ribosylation/Crystallin J1
1253212	385779339	Clo1313_2009	2371295	2371558	-	87	-	hypothetical protein
1253212	385779340	Clo1313_2010	2371555	2371899	-	114	-	hypothetical protein
1253212	385779341	Clo1313_2011	2371899	2372024	-	41	-	hypothetical protein
1253213	385779347	Clo1313_2017	2377241	2379628	-	795	-	phenylalanyl-tRNA synthetase subunit beta
1253213	385779348	Clo1313_2018	2379670	2380689	-	339	-	phenylalanyl-tRNA synthetase subunit alpha
1253214	385779355	Clo1313_2026	2389420	2390253	-	277	-	hypothetical protein
1253214	385779356	Clo1313_2027	2390250	2392481	-	743	-	UvrD/REP helicase
1253214	385779357	Clo1313_2028	2392504	2394462	-	652	-	hypothetical protein
1253215	385779359	Clo1313_2030	2395320	2395892	-	190	-	ANTAR domain-containing protein
1253215	385779360	Clo1313_2031	2395920	2397242	-	440	-	glutamine synthetase, type I
1253215	385779361	Clo1313_2032	2397275	2397997	-	240	-	glutamate synthase subunit alpha domain-containing protein
1253215	385779362	Clo1313_2033	2397994	2399229	-	411	-	FAD-dependent pyridine nucleotide-disulfide oxidoreductase
1253215	385779363	Clo1313_2034	2399234	2399662	-	142	-	iron-sulfur cluster-binding protein
1253215	385779364	Clo1313_2035	2399676	2401181	-	501	-	glutamate synthase
1253215	385779365	Clo1313_2036	2401181	2402272	-	363	-	glutamine amidotransferase
1253216	385779371	Clo1313_2044	2412487	2413086	-	199	-	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase
1253216	385779372	Clo1313_2045	2413043	2413834	-	263	-	ribonuclease PH
1253217	385779377	Clo1313_2050	2420781	2421326	-	181	-	hypothetical protein
1253217	385779378	Clo1313_2051	2421395	2422387	-	330	-	Holliday junction DNA helicase RuvB
1253217	385779379	Clo1313_2052	2422486	2423094	-	202	-	Holliday junction DNA helicase RuvA
1253217	385779380	Clo1313_2053	2423140	2423628	-	162	-	crossover junction endodeoxyribonuclease RuvC
1253218	385779381	Clo1313_2054	2423864	2425081	+	405	-	argininosuccinate synthase
1253218	385779382	Clo1313_2055	2425091	2426467	+	458	-	argininosuccinate lyase
1253219	385779388	Clo1313_2061	2432248	2432463	+	71	-	hypothetical protein
1253219	385779389	Clo1313_2062	2432490	2432729	+	79	-	hypothetical protein
1253219	385779390	Clo1313_2063	2432776	2433228	+	150	-	hypothetical protein
1253220	385779393	Clo1313_2066	2434936	2435304	-	122	-	response regulator receiver
1253220	385779394	Clo1313_2067	2435342	2436022	-	226	-	4Fe-4S ferredoxin
1253221	385779398	Clo1313_2071	2437695	2438969	-	424	-	GTP-binding protein Obg/CgtA
1253221	385779399	Clo1313_2072	2439078	2439356	-	92	-	50S ribosomal protein L27
1253221	385779400	Clo1313_2073	2439349	2439690	-	113	-	hypothetical protein
1253221	385779401	Clo1313_2074	2439703	2440014	-	103	-	50S ribosomal protein L21
1253222	385779402	Clo1313_2075	2440121	2441593	-	490	-	ribonuclease, Rne/Rng family
1253222	385779403	Clo1313_2076	2441625	2442464	-	279	-	hypothetical protein
1253222	385779404	Clo1313_2077	2442454	2444295	-	613	-	radical SAM protein
