# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	726741	727298	+							Clo1313_0641	558		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	726741	727298	+	ADU73721.1			hydro-lyase, Fe-S type, tartrate/fumarate subfamily, beta subunit			Clo1313_0641	558	185	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	727434	727640	+							Clo1313_0642	207		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	727434	727640	+	ADU73722.1			Domain of unknown function DUF1858			Clo1313_0642	207	68	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	728108	729382	+							Clo1313_0643	1275		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	728108	729382	+	ADU73723.1			adenylosuccinate synthetase			Clo1313_0643	1275	424	
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	729600	729675	+							Clo1313_R0020	76		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	729600	729675	+				tRNA-Lys			Clo1313_R0020	76		
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	729838	729912	+							Clo1313_R0021	75		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	729838	729912	+				tRNA-Glu			Clo1313_R0021	75		
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	730001	730077	+							Clo1313_R0022	77		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	730001	730077	+				tRNA-Asp			Clo1313_R0022	77		
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	730127	730202	+							Clo1313_R0023	76		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	730127	730202	+				tRNA-Thr			Clo1313_R0023	76		
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	730206	730290	+							Clo1313_R0024	85		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	730206	730290	+				tRNA-Tyr			Clo1313_R0024	85		
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	730457	730933	+							Clo1313_0644	477		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	730457	730933	+	ADU73724.1			transposase IS200-family protein			Clo1313_0644	477	158	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	731235	732209	-							Clo1313_0645	975		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	731235	732209	-	ADU73725.1			glycosyl transferase family 2			Clo1313_0645	975	324	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	732234	735140	-							Clo1313_0646	2907		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	732234	735140	-	ADU73726.1			glycosyl transferase family 39			Clo1313_0646	2907	968	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	735339	736274	-							Clo1313_0647	936		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	735339	736274	-	ADU73727.1			hypothetical protein			Clo1313_0647	936	311	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	736405	737370	-							Clo1313_0648	966		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	736405	737370	-	ADU73728.1			glycosyl transferase family 2			Clo1313_0648	966	321	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	737499	737849	-							Clo1313_0649	351		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	737499	737849	-	ADU73729.1			hypothetical protein			Clo1313_0649	351	116	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	737863	738561	-							Clo1313_0650	699		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	737863	738561	-	ADU73730.1			glycosyl transferase family 2			Clo1313_0650	699	232	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	738762	739604	+							Clo1313_0651	843		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	738762	739604	+	ADU73731.1			diaminopimelate epimerase			Clo1313_0651	843	280	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	739694	740926	+							Clo1313_0652	1233		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	739694	740926	+	ADU73732.1			LL-diaminopimelate aminotransferase			Clo1313_0652	1233	410	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	741037	741972	+							Clo1313_0653	936		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	741037	741972	+	ADU73733.1			cell envelope-related transcriptional attenuator			Clo1313_0653	936	311	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	742116	743102	+							Clo1313_0654	987		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	742116	743102	+	ADU73734.1			2-hydroxyglutaryl-CoA dehydratase D-component			Clo1313_0654	987	328	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	743163	743942	+							Clo1313_0655	780		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	743163	743942	+	ADU73735.1			CoA-substrate-specific enzyme activase			Clo1313_0655	780	259	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	744234	744902	+							Clo1313_0656	669		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	744234	744902	+	ADU73736.1			exsB protein			Clo1313_0656	669	222	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	744934	745317	+							Clo1313_0657	384		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	744934	745317	+	ADU73737.1			6-pyruvoyl tetrahydropterin synthase and hypothetical protein			Clo1313_0657	384	127	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	745343	745975	+							Clo1313_0658	633		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	745343	745975	+	ADU73738.1			Radical SAM domain protein			Clo1313_0658	633	210	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	745981	746550	+							Clo1313_0659	570		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	745981	746550	+	ADU73739.1			phage SPO1 DNA polymerase-related protein			Clo1313_0659	570	189	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	746529	747107	+							Clo1313_0660	579		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	746529	747107	+	ADU73740.1			Uracil-DNA glycosylase superfamily			Clo1313_0660	579	192	
gene	rRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	747703	749218	+							Clo1313_R0025	1516		
rRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	747703	749218	+				16S ribosomal RNA			Clo1313_R0025	1516		
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	749331	749406	+							Clo1313_R0026	76		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	749331	749406	+				tRNA-Ala			Clo1313_R0026	76		
gene	rRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	749608	752513	+							Clo1313_R0027	2906		
rRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	749608	752513	+				23S ribosomal RNA			Clo1313_R0027	2906		
gene	rRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	752603	752719	+							Clo1313_R0028	117		
rRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	752603	752719	+				5S ribosomal RNA			Clo1313_R0028	117		
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	752727	752802	+							Clo1313_R0029	76		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	752727	752802	+				tRNA-Asn			Clo1313_R0029	76		
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	753165	753929	+							Clo1313_0661	765		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	753165	753929	+	ADU73741.1			UBA/THIF-type NAD/FAD binding protein			Clo1313_0661	765	254	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	754114	754590	+							Clo1313_0662	477		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	754114	754590	+	ADU73742.1			transposase IS200-family protein			Clo1313_0662	477	158	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	754881	755360	+							Clo1313_0663	480		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	754881	755360	+	ADU73743.1			hypothetical protein			Clo1313_0663	480	159	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	755385	755507	+							Clo1313_0664	123		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	755385	755507	+	ADU73744.1			hypothetical protein			Clo1313_0664	123	40	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	755678	756670	+							Clo1313_0665	993		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	755678	756670	+	ADU73745.1			glycosidase related protein			Clo1313_0665	993	330	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	756735	757778	+							Clo1313_0666	1044		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	756735	757778	+	ADU73746.1			Nucleotidyl transferase			Clo1313_0666	1044	347	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	757947	759122	+							Clo1313_0667	1176		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	757947	759122	+	ADU73747.1			glycosyl transferase group 1			Clo1313_0667	1176	391	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	759119	760132	+							Clo1313_0668	1014		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	759119	760132	+	ADU73748.1			hypothetical protein			Clo1313_0668	1014	337	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	760257	761348	+							Clo1313_0669	1092		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	760257	761348	+	ADU73749.1			mannose-6-phosphate isomerase, class I			Clo1313_0669	1092	363	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	761469	762224	+							Clo1313_0670	756		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	761469	762224	+	ADU73750.1			zinc/iron permease			Clo1313_0670	756	251	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	762394	762783	+							Clo1313_0671	390		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	762394	762783	+	ADU73751.1			hemerythrin-like metal-binding protein			Clo1313_0671	390	129	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	762808	763470	+							Clo1313_0672	663		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	762808	763470	+	ADU73752.1			flavin reductase domain protein FMN-binding protein			Clo1313_0672	663	220	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	763590	767117	+							Clo1313_0673	3528		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	763590	767117	+	ADU73753.1			pyruvate ferredoxin/flavodoxin oxidoreductase			Clo1313_0673	3528	1175	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	767215	767382	-							Clo1313_0674	168		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	767215	767382	-	ADU73754.1			hypothetical protein			Clo1313_0674	168	55	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	767708	770212	+							Clo1313_0675	2505		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	767708	770212	+	ADU73755.1			S-layer domain-containing protein			Clo1313_0675	2505	834	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	770252	773713	+							Clo1313_0676	3462		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	770252	773713	+	ADU73756.1			Peptidoglycan-binding domain 1 protein			Clo1313_0676	3462	1153	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	773953	775590	+							Clo1313_0677	1638		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	773953	775590	+	ADU73757.1			AMP-dependent synthetase and ligase			Clo1313_0677	1638	545	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	775939	776388	+							Clo1313_0678	450		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	775939	776388	+	ADU73758.1			heat shock protein Hsp20			Clo1313_0678	450	149	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	776607	777518	+							Clo1313_0679	912		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	776607	777518	+	ADU73759.1			NUDIX hydrolase			Clo1313_0679	912	303	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	777646	779034	+							Clo1313_0680	1389		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	777646	779034	+	ADU73760.1			peptidase M56 BlaR1			Clo1313_0680	1389	462	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	779513	780850	+							Clo1313_0681	1338		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	779513	780850	+	ADU73761.1			hypothetical protein			Clo1313_0681	1338	445	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	780923	782035	+							Clo1313_0682	1113		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	780923	782035	+	ADU73762.1			Citrate transporter			Clo1313_0682	1113	370	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	782206	782940	+							Clo1313_0683	735		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	782206	782940	+	ADU73763.1			hypothetical protein			Clo1313_0683	735	244	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	783116	784813	+							Clo1313_0684	1698		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	783116	784813	+	ADU73764.1			von Willebrand factor type A			Clo1313_0684	1698	565	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	785118	786353	+							Clo1313_0685	1236		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	785118	786353	+	ADU73765.1			Dockerin type 1			Clo1313_0685	1236	411	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	786438	787247	+							Clo1313_0686	810		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	786438	787247	+	ADU73766.1			alpha/beta hydrolase fold protein			Clo1313_0686	810	269	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	787296	787487	+							Clo1313_0687	192		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	787661	787993	+							Clo1313_0688	333		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	787661	787993	+	ADU73767.1			hypothetical protein			Clo1313_0688	333	110	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	788322	790139	-							Clo1313_0689	1818		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	788322	790139	-	ADU73768.1			peptidase S8 and S53 subtilisin kexin sedolisin			Clo1313_0689	1818	605	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	790250	790414	+							Clo1313_0690	165		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	790250	790414	+	ADU73769.1			hypothetical protein			Clo1313_0690	165	54	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	791059	791619	-							Clo1313_0691	561		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	791059	791619	-	ADU73770.1			hypothetical protein			Clo1313_0691	561	186	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	791646	792284	-							Clo1313_0692	639		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	791646	792284	-	ADU73771.1			transcriptional regulator, TetR family			Clo1313_0692	639	212	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	792550	795045	+							Clo1313_0693	2496		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	792550	795045	+	ADU73772.1			Carbohydrate binding family 6			Clo1313_0693	2496	831	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	795263	795751	+							Clo1313_0694	489		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	795263	795751	+	ADU73773.1			hypothetical protein			Clo1313_0694	489	162	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	795813	797103	-							Clo1313_0695	1291		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	797330	797692	+							Clo1313_0696	363		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	797330	797692	+	ADU73774.1			Penicillinase repressor			Clo1313_0696	363	120	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	797695	799881	+							Clo1313_0697	2187		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	797695	799881	+	ADU73775.1			peptidase M56 BlaR1			Clo1313_0697	2187	728	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	800268	802013	+							Clo1313_0698	1746		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	800268	802013	+	ADU73776.1			ABC transporter related protein			Clo1313_0698	1746	581	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	802003	803901	+							Clo1313_0699	1899		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	802003	803901	+	ADU73777.1			ABC transporter related protein			Clo1313_0699	1899	632	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	804081	805523	+							Clo1313_0700	1443		
