ProteinID	ortholog	evalue	Score	Predicted_Gene_name	GO_terms	KEGG_KO	BiGG_Reactions	Matching_Ogs	Best_OG_value	COG_functional_categories	HMM_model_annotation
WP_003513108.1	203119.Cthe_2528	0	1111	COBA	"GO:0003674,GO:0003824,GO:0004851,GO:0004852,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008757,GO:0009058,GO:0009987,GO:0016740,GO:0016741,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0044237,GO:0044249,GO:0044271,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	"K02302,K02303,K13542"	"UPP3MT,UPP3MT_2,UPP3S"	"05CB8@bactNOG,0ENVS@cloNOG,0NDH4@firmNOG,COG0007@NOG,COG1587@NOG"	05CB8|5.04748302738e-175|587.106262207	H	Multifunctional enzyme that catalyzes the SAM-dependent methylation of uroporphyrinogen III at position C-2 and C-7 to form precorrin-2 and then position C-12 or C-18 to form trimethylpyrrocorphin 2. It also catalyzes the conversion of precorrin-2 into siroheme. This reaction consists of the NAD- dependent oxidation of precorrin-2 into sirohydrochlorin and its subsequent ferrochelation into siroheme (By similarity)
WP_003513110.1	203119.Cthe_2527	7.10E-195	641.5	HEMC	"GO:0003674,GO:0003824,GO:0004418,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006464,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016020,GO:0016740,GO:0016765,GO:0018065,GO:0018130,GO:0018160,GO:0018193,GO:0018198,GO:0019438,GO:0019538,GO:0033013,GO:0033014,GO:0034641,GO:0036211,GO:0040007,GO:0042168,GO:0042440,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0044710,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K01749	HMBS	"05D6W@bactNOG,0EQGX@cloNOG,0NDHI@firmNOG,COG0181@NOG"	05D6W|8.85865431642e-104|351.209320068	H	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps (By similarity)
WP_003513114.1	203119.Cthe_2525	7.30E-221	727.7	HEMA	"GO:0003674,GO:0003824,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0008883,GO:0009058,GO:0009987,GO:0016491,GO:0016620,GO:0016903,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0040007,GO:0044237,GO:0044249,GO:0044271,GO:0044710,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K02492	GLUTRR	"05C7E@bactNOG,0EPJT@cloNOG,0NDDP@firmNOG,COG0373@NOG"	05C7E|2.67091771836e-85|289.674499512	H	Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA) (By similarity)
WP_003513117.1	203119.Cthe_2523	2.70E-78	253					"05KTZ@bactNOG,0F0J8@cloNOG,0NPMA@firmNOG,11TP6@NOG"	05KTZ|1.20292216163e-51|176.960708618	S	Protein of unknown function (DUF2721)
WP_003513122.1	203119.Cthe_2521	3.70E-153	496.3			K03093		"08JCD@bactNOG,0F7AJ@cloNOG,0P6J9@firmNOG,COG1191@NOG"	08JCD|1.66377959375e-110|371.0597229	K	RNA Polymerase
WP_003513124.1	203119.Cthe_2520	2.50E-58	182.6					"07J1K@bactNOG,0F3PU@cloNOG,0P4QZ@firmNOG,0ZNRV@NOG"	07J1K|5.00527154173e-42|145.003845215	S	NA
WP_003513126.1	203119.Cthe_2519	0	1168.6	LEUA2		K01649	"CITMS,IPPS"	"05CYQ@bactNOG,0EQ2E@cloNOG,0NDNU@firmNOG,COG0119@NOG"	0EQ2E|5.75920875788e-267|889.127380371	E	2-isopropylmalate synthase homocitrate synthase family protein
WP_003513128.1	203119.Cthe_2518	1.40E-223	736.9	ILVC	"GO:0003674,GO:0003824,GO:0004455,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006549,GO:0006551,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009098,GO:0009099,GO:0009987,GO:0016020,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0055114,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	K00053	"DPR,KARA1,KARA1i,KARA2"	"05C6M@bactNOG,0EPE9@cloNOG,0NE5H@firmNOG,COG0059@NOG"	05C6M|1.0049045603e-157|527.289367676	E	Alpha-keto-beta-hydroxylacyl reductoisomerase
WP_003513130.1	203119.Cthe_2517	7.50E-103	336.7	ILVN	"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944"	K01653	ACLS	"08ZP8@bactNOG,0ESCF@cloNOG,0NIAR@firmNOG,COG0440@NOG"	08ZP8|1.39925577907e-75|255.921020508	E	Acetolactate synthase small subunit
WP_003513132.1	203119.Cthe_2516	0	1227.8	ILVB		K01652	"ACHBS,ACLS,GLXCL"	"05C7K@bactNOG,0ENV0@cloNOG,0NE0A@firmNOG,COG0028@NOG"	0ENV0|3.64504157094e-239|797.685119629	E	Acetolactate synthase
WP_003513133.1	203119.Cthe_2515	5.50E-108	351.4	GUAD		K01487		"07Y2X@bactNOG,0EUAU@cloNOG,0NJYA@firmNOG,COG0590@NOG"	07Y2X|4.58401393114e-66|226.281066895	"F, J"	deaminase
WP_003513135.1	203119.Cthe_2514	3.70E-65	204.3					"06Z6Q@bactNOG,0F1HB@cloNOG,0NXCI@firmNOG,0YV9W@NOG"	06Z6Q|1.29347897305e-49|169.138442993	S	NA
WP_003513137.1	203119.Cthe_2513	4.90E-257	849.2	HTRA		K04771		"05C0H@bactNOG,0EP64@cloNOG,0NEX0@firmNOG,COG0265@NOG"	05C0H|1.21709703744e-118|401.100524902	O	protease
WP_003513139.1	203119.Cthe_2512	3.10E-45	145.2	YYZM				"05VDK@bactNOG,0EVBZ@cloNOG,0NNHY@firmNOG,COG4481@NOG"	05VDK|3.00929789458e-31|109.900489807	S	"protein, conserved in bacteria"
WP_003513141.1	203119.Cthe_2511	2.70E-181	596.3	MSCS	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03442		"05D8X@bactNOG,0EQRU@cloNOG,0NF8J@firmNOG,COG0668@NOG"	05D8X|5.37181656349e-84|285.857055664	M	mechanosensitive ion channel
WP_003513145.1	720554.Clocl_4153	0	1121.3	TOPB		K03169		"08IYH@bactNOG,0F784@cloNOG,0P6FF@firmNOG,COG0550@NOG"	08IYH|2.70502036304e-234|783.130004883	L	Dna topoisomerase
WP_003513147.1	203119.Cthe_2507	8.30E-184	601.5	YABG		K06436		"05XFA@bactNOG,0ENXK@cloNOG,0NDD2@firmNOG,0XQ69@NOG"	05XFA|4.23335844571e-95|320.043182373	S	sporulation peptidase YabG
WP_003513153.1	203119.Cthe_2504	6.90E-289	947.3					"084DB@bactNOG,0F511@cloNOG,0NPWD@firmNOG,125BR@NOG"	084DB|1.19668375212e-60|208.483917236	M	3D domain protein
WP_003513155.1	203119.Cthe_2503	2.10E-149	487.8	YRKC				"08VK3@bactNOG,0ESFH@cloNOG,0NI4U@firmNOG,COG0662@NOG"	08VK3|7.91367897099e-94|317.276367188	G	Cupin 2 Conserved Barrel Domain Protein
WP_003513159.1	203119.Cthe_2502	1.40E-110	362.3	TADA	"GO:0002097,GO:0002100,GO:0003674,GO:0003824,GO:0004000,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008251,GO:0008270,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016810,GO:0016814,GO:0019239,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:1901360"	"K01485,K01487,K01489,K04075,K11991"	"CSND,MCSNAH"	"08Z6B@bactNOG,0ET8D@cloNOG,0NJ9Q@firmNOG,COG0590@NOG"	08Z6B|7.20123163588e-86|292.770111084	"F, J"	deaminase
WP_003513162.1	203119.Cthe_2454	0	2332.2			K13277		"05MAM@bactNOG,0EUUH@cloNOG,0NMDR@firmNOG,11KBS@NOG"	05MAM|4.71563653055e-102|344.732452393	O	fibronectin type III domain protein
WP_003513164.1	203119.Cthe_2453	1.50E-78	254.2	MAZG				"05KYB@bactNOG,0EVIX@cloNOG,0NKTM@firmNOG,COG1694@NOG"	05KYB|7.2111402795e-43|150.298492432	S	Mazg nucleotide pyrophosphohydrolase
WP_003513166.1	203119.Cthe_2452	0	1335.5	PEPF	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K08602		"05DPN@bactNOG,0EQ2B@cloNOG,0NE0J@firmNOG,COG1164@NOG"	05DPN|3.33470291297e-221|739.360168457	E	Oligoendopeptidase f
WP_003513173.1	146891.A9601_05711	2.60E-51	167.5	GPMB		"K15634,K15640"	PGM	"07TB6@bactNOG,0FJSK@cyaNOG,COG0406@NOG"	07TB6|4.76944740895e-56|193.350967407	G	phosphoglycerate mutase
WP_003513175.1	203119.Cthe_2448	1.30E-201	665.2			"K10440,K10541"	XYLabc	"05CNN@bactNOG,0EP4N@cloNOG,0NE9R@firmNOG,COG1172@NOG"	05CNN|1.74562857153e-104|353.430541992	G	"ABC, transporter"
WP_003513182.1	203119.Cthe_2445	1.40E-239	787.7			"K00008,K05351"		"05CPQ@bactNOG,0ENR5@cloNOG,0ND83@firmNOG,COG1063@NOG"	0ENR5|2.86855617541e-107|361.419372559	E	Dehydrogenase
WP_003513185.1	203119.Cthe_2444	1.80E-209	687.5			K00615		"08JYN@bactNOG,0F7GB@cloNOG,0P6SG@firmNOG,COG3958@NOG"	08JYN|4.98539541624e-119|399.684112549	G	Transketolase
WP_003513187.1	203119.Cthe_2443	5.10E-193	634.3			K00615	"TKT1,TKT2"	"08HHA@bactNOG,0F6V1@cloNOG,0P5WX@firmNOG,COG3959@NOG"	08HHA|4.75458660269e-110|371.672912598	G	Transketolase
WP_003513190.1	203119.Cthe_2441	1.50E-178	583.7					"05E98@bactNOG,0ERB6@cloNOG,0NJQ1@firmNOG,COG1349@NOG"	0ERB6|7.77369370749e-73|247.834121704	K	"transcriptional regulator, deor family"
WP_003513193.1	203119.Cthe_1711	1.30E-61	196.9					"05PBA@bactNOG,0F0B5@cloNOG,0NKZP@firmNOG,11XK9@NOG"	05PBA|1.75605682364e-58|201.135147095	S	NA
WP_003513195.1	203119.Cthe_2439	4.70E-109	352.7					"08YQH@bactNOG,0ETSR@cloNOG,0NJ5F@firmNOG,COG0454@NOG"	08YQH|1.46155014278e-50|175.164703369	K	Gnat family
WP_003513200.1	203119.Cthe_2437	4.50E-110	357.1	AROK	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00891	SHKK	"07Z3Y@bactNOG,0ESCA@cloNOG,0NI2K@firmNOG,COG0703@NOG"	07Z3Y|4.24422197541e-67|227.874969482	E	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate (By similarity)
WP_003513202.1	203119.Cthe_2436	2.40E-53	165.6					"06ZYB@bactNOG,0F1F5@cloNOG,0NY0A@firmNOG,0YWDE@NOG"	06ZYB|4.84916930215e-43|147.73248291	S	NA
WP_003513203.1	203119.Cthe_2435	4.10E-176	577.5	RNFB		K03616	RNF	"07SVV@bactNOG,0EP0A@cloNOG,0NFBE@firmNOG,COG2878@NOG"	07SVV|6.40759412324e-94|317.240539551	C	"electron transport complex, RnfABCDGE type, B subunit"
WP_003513205.1	203119.Cthe_2434	6.60E-119	389.8	RNFA	"GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016651,GO:0044464,GO:0044710,GO:0055114,GO:0071944"	K03617	RNF	"05DGN@bactNOG,0EQY3@cloNOG,0NI36@firmNOG,COG4657@NOG"	05DGN|4.76126348422e-92|311.787689209	C	Electron transport complex
WP_003513207.1	203119.Cthe_2432	7.60E-123	400.1	RNFG		K03612	RNF	"080WF@bactNOG,0ET3J@cloNOG,0NJNH@firmNOG,COG4659@NOG"	080WF|5.8006002374e-61|209.772583008	C	"Electron transport complex, RnfABCDGE type, G subunit"
WP_003513209.1	203119.Cthe_2431	2.00E-208	685.7	RNFD		K03614	RNF	"05D6A@bactNOG,0EP4D@cloNOG,0NEPJ@firmNOG,COG4658@NOG"	05D6A|6.20182140658e-150|503.73638916	C	Electron transport complex
WP_003513218.1	203119.Cthe_2429	1.10E-222	732.2					"08REF@bactNOG,0ESM6@cloNOG,0NIC8@firmNOG,COG0628@NOG"	08REF|1.95358435824e-104|352.780731201	S	Sporulation integral membrane protein ytvi
WP_003513219.1	203119.Cthe_2428	2.90E-202	666.9	PRMC	"GO:0003674,GO:0003824,GO:0006412,GO:0006415,GO:0006464,GO:0006479,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008757,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0010468,GO:0016043,GO:0016740,GO:0016741,GO:0018364,GO:0019222,GO:0019538,GO:0022411,GO:0032259,GO:0032984,GO:0034645,GO:0036009,GO:0036211,GO:0040007,GO:0043170,GO:0043241,GO:0043412,GO:0043414,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044699,GO:0044763,GO:0050789,GO:0060255,GO:0065007,GO:0071704,GO:0071822,GO:0071840,GO:1901576"	"K02493,K07320"	PPPGO	"05EQY@bactNOG,0ESP6@cloNOG,0NHI1@firmNOG,COG2890@NOG"	05EQY|8.57551344304e-121|408.00769043	J	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif (By similarity)
WP_003513220.1	203119.Cthe_2427	2.40E-211	694.1	YQHQ	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K09153		"05CBJ@bactNOG,0EP28@cloNOG,0NDHA@firmNOG,COG3872@NOG"	05CBJ|1.45919971754e-136|459.236053467	J	Metal-dependent enzyme
WP_003513222.1	203119.Cthe_2425	7.30E-181	594	MOTA	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02556		"05E14@bactNOG,0ER1G@cloNOG,0NE3F@firmNOG,COG1291@NOG"	05E14|7.8683137487e-99|332.759033203	N	MotA TolQ exbB proton channel
WP_003513238.1	203119.Cthe_2418	1.10E-233	768.4	DNAC	"GO:0000228,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005658,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0022616,GO:0030894,GO:0031974,GO:0031981,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043596,GO:0043601,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:1901360,GO:1901576"	"K02315,K10762,K11144"		"06CVF@bactNOG,0EP27@cloNOG,0NE7D@firmNOG,COG1484@NOG"	06CVF|3.54277343408e-67|229.898239136	L	DNA replication protein
WP_003513240.1	203119.Cthe_2416	0	1039.7	YPEB		K06313		"05MSI@bactNOG,0EQG7@cloNOG,0NEY8@firmNOG,0XR6R@NOG"	05MSI|5.41974587316e-169|565.668518066	S	germination protein ypeb
WP_003513241.1	203119.Cthe_2415	5.40E-162	531.6	SLEB		K01449		"05F0V@bactNOG,0ERXD@cloNOG,0NHCW@firmNOG,COG3773@NOG"	05F0V|1.13981456837e-69|238.874664307	M	Cell wall hydrolase
WP_003513246.1	203119.Cthe_2412	0	1905.1	YHAN	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"			"06D4I@bactNOG,0F55D@cloNOG,0P45I@firmNOG,COG4717@NOG"	06D4I|2.8607065243e-121|408.953552246	S	domain protein
WP_003513248.1	203119.Cthe_2411	9.90E-263	864.5	YHAO				"07VRP@bactNOG,0EQAX@cloNOG,0NERV@firmNOG,COG0420@NOG"	07VRP|5.98347378674e-89|301.740570068	L	DNA repair exonuclease
WP_003513250.1	203119.Cthe_2409	6.00E-173	561.3					"06NA7@bactNOG,0EYJM@cloNOG,0NU5R@firmNOG,0YDRI@NOG"	06NA7|7.10148499031e-129|431.724945068	S	NA
WP_003513251.1	203119.Cthe_2408	7.30E-150	485.1			K03969		"05UBA@bactNOG,0EUQG@cloNOG,0NMGI@firmNOG,11VAG@NOG"	05UBA|2.95621769657e-128|429.130371094	S	Phage shock protein
WP_003513253.1	203119.Cthe_2406	4.50E-114	365.5			K03409		"06AK0@bactNOG,0EY3P@cloNOG,0NSD0@firmNOG,COG1406@NOG"	06AK0|5.34981989918e-77|260.135498047	N	Inherit from COG: chemotaxis protein
WP_003513254.1	203119.Cthe_2405	2.00E-45	138.8	COPP		K07213		"0681U@bactNOG,0F179@cloNOG,0NXGG@firmNOG,0XUQ1@NOG"	0F179|1.49279382785e-44|153.224960327	P	Heavy-metal-associated domain
WP_003513261.1	203119.Cthe_2403	1.80E-184	607.6	ISPE	"GO:0003674,GO:0003824,GO:0006629,GO:0006720,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009108,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0040007,GO:0042180,GO:0042181,GO:0042375,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0045426,GO:0050515,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663"	K00919	CDPMEK	"05CTR@bactNOG,0EPWW@cloNOG,0NDE9@firmNOG,COG1947@NOG"	05CTR|1.19024853554e-87|296.774627686	I	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol (By similarity)
WP_003513265.1	203119.Cthe_2401	5.70E-57	182.7	VEG				"05W42@bactNOG,0EVVT@cloNOG,0NNIW@firmNOG,COG4466@NOG"	05W42|4.27822140899e-33|115.953552246	S	Veg protein
WP_003513270.1	203119.Cthe_2398	4.30E-226	741.2	COTS		"K06331,K06337"		"08VQ2@bactNOG,0ESH7@cloNOG,0NI5Y@firmNOG,11K5F@NOG"	08VQ2|1.20648445597e-102|346.199829102	M	spore coat protein cots
WP_003513273.1	203119.Cthe_2396	1.20E-56	175.9					"0783J@bactNOG,0F370@cloNOG,0P0UN@firmNOG,0Z52Q@NOG"	0783J|1.35056631779e-46|159.536361694	S	NA
WP_003513275.1	203119.Cthe_2395	6.90E-160	518.7					"065JN@bactNOG,0EWD1@cloNOG,0NQKX@firmNOG,0XUC3@NOG"	065JN|2.47112323677e-77|262.356109619	K	HTH_XRE
WP_003513277.1	203119.Cthe_2394	3.40E-171	555.3					"06NMC@bactNOG,0EYMR@cloNOG,0NTBW@firmNOG,0YE63@NOG"	06NMC|4.75757177824e-135|452.383728027	S	NA
WP_003513279.1	203119.Cthe_2393	2.60E-219	719.7	PORB		K00170	"PDH2,POR_2"	"05DDK@bactNOG,0EQ0Q@cloNOG,0NEFF@firmNOG,COG1013@NOG"	05DDK|5.58762315739e-145|487.244110107	C	"oxidoreductase, beta subunit"
WP_003513282.1	203119.Cthe_2390	9.70E-130	423.1	PORC		"K00172,K00177,K18357"	"PDH2,POR_2"	"05EJ5@bactNOG,0EPGD@cloNOG,0NEHM@firmNOG,COG1014@NOG"	05EJ5|1.13438655148e-73|251.325241089	C	oxidoreductase gamma subunit
WP_003513284.1	203119.Cthe_2389	1.10E-56	179.5	BOFA		K06317		"062DG@bactNOG,0EVUW@cloNOG,0NP9R@firmNOG,0XUMA@NOG"	062DG|4.10789408931e-29|103.497741699	S	Pro-sigmaK processing inhibitor BofA
WP_003513286.1	203119.Cthe_2388	4.80E-69	216.9					"07J1B@bactNOG,0F1NF@cloNOG,0P1K7@firmNOG,0ZNRP@NOG"	07J1B|7.02124675806e-52|177.1769104	S	Protein of unknown function (DUF2508)
WP_003513294.1	203119.Cthe_2385	6.00E-113	365.4					"05SWS@bactNOG,0EVSB@cloNOG,0NM0K@firmNOG,11U8Z@NOG"	05SWS|7.69263156965e-56|191.287963867	S	NA
WP_003513296.1	203119.Cthe_2384	1.60E-125	406.1					"05QXS@bactNOG,0EUVG@cloNOG,0NMGF@firmNOG,11ZJU@NOG"	05QXS|2.48488712184e-73|250.430343628	S	s-layer domain-containing protein
WP_003513299.1	203119.Cthe_2382	9.30E-306	1004					"07WTP@bactNOG,0EURM@cloNOG,0P3F2@firmNOG,COG0477@NOG"	07WTP|8.64741626525e-176|587.772460938	G	major facilitator superfamily MFS_1
WP_003513301.1	203119.Cthe_2381	7.50E-289	953.7	SERS	"GO:0000287,GO:0001887,GO:0003674,GO:0003824,GO:0004812,GO:0004828,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006434,GO:0006520,GO:0006575,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009059,GO:0009069,GO:0009070,GO:0009987,GO:0010467,GO:0016053,GO:0016070,GO:0016259,GO:0016260,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0042398,GO:0043038,GO:0043039,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0046483,GO:0046872,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	"K01875,K07284"		"05CGR@bactNOG,0ENZP@cloNOG,0NDEG@firmNOG,COG0172@NOG"	05CGR|6.50835262102e-209|697.161499023	J	"Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (By similarity)"
WP_003513303.1	203119.Cthe_2380	2.40E-156	506.9					"06IXU@bactNOG,0EYFX@cloNOG,0NT7T@firmNOG,0Y93P@NOG"	06IXU|1.92226375632e-108|364.58013916	S	TPR repeat-containing protein
WP_003513304.1	203119.Cthe_2379	1.60E-105	343					"05MCQ@bactNOG,0EU2X@cloNOG,0NKN9@firmNOG,11U8H@NOG"	05MCQ|5.38418905756e-52|178.997192383	S	NA
WP_003513306.1	203119.Cthe_2378	1.00E-181	598.8	PARB	"GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005694,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464,GO:0060187,GO:0071944"	K03497		"05FA0@bactNOG,0EPUJ@cloNOG,0NDJP@firmNOG,COG1475@NOG"	05FA0|3.57310725769e-109|368.326568604	K	parb-like partition protein
WP_003513308.1	203119.Cthe_2377	2.40E-167	550.9	SOJ	"GO:0000003,GO:0000287,GO:0000910,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007049,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009295,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0019954,GO:0022402,GO:0032505,GO:0034641,GO:0034655,GO:0040007,GO:0042278,GO:0042454,GO:0043093,GO:0043167,GO:0043169,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0051301,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K03496		"07QJE@bactNOG,0EPCD@cloNOG,0NDUA@firmNOG,COG1192@NOG"	07QJE|1.6133877387e-136|459.490936279	D	Chromosome Partitioning Protein
