ProeinID	KO_terms	KEGG_Term	Score	Second best	
WP_003518664.1	K03657	uvrD; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	274		
WP_003518669.1	K00266	gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	340		
WP_003518670.1			34	K12139	1
WP_003518671.1			70	K01758	1
WP_003518673.1					
WP_003518674.1	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	94		
WP_003518677.1	K10440	rbsC; ribose transport system permease protein	154		
WP_003518679.1			361		
WP_003518681.1	K06147	"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial"	308		
WP_003518684.1			148	K01448	1
WP_003518688.1			69	K03643	1
WP_003518690.1	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	336		
WP_003518700.1			38	K00826	1
WP_003518702.1	K06180	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	101		
WP_003518704.1			11	K21089	1
WP_003518706.1	K03413	"cheY; two-component system, chemotaxis family, chemotaxis protein CheY"	69		
WP_003518707.1			206	K11527	7
WP_003518709.1	K03412	"cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"	221		
WP_003518711.1	K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	179		
WP_003518712.1	K03408	cheW; purine-binding chemotaxis protein CheW	139		
WP_003518714.1	K03407	"cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"	370		
WP_003518716.1	K03413	"cheY; two-component system, chemotaxis family, chemotaxis protein CheY"	68		
WP_003518718.1	K07699	"spo0A; two-component system, response regulator, stage 0 sporulation protein A"	181		
WP_003518722.1	K03631	recN; DNA repair protein RecN (Recombination protein N)	276		
WP_003518724.1	K03402	argR; transcriptional regulator of arginine metabolism	77		
WP_003518725.1	K00858	ppnK; NAD+ kinase [EC:2.7.1.23]	151		
WP_003518726.1			85	K12132	3
WP_003518728.1			71	K03466	1
WP_003518730.1			127	K01990	25
WP_003518732.1			75	K01262	1
WP_003518734.1			22	K21572	1
WP_003518736.1	K01218	"gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"	135	K15531	3
WP_003518738.1			16	K01448	2
WP_003518740.1	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	187		
WP_003518741.1			41	K06213	1
WP_003518743.1	K06442	tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	186		
WP_003518745.1	K01662	dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	390		
WP_003518747.1			40		
WP_003518749.1	K09775	uncharacterized protein	70		
WP_003518751.1	K13789	"GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]"	201		
WP_003518753.1	K03602	xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	26		
WP_003518755.1	K03601	xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	213		
WP_003518757.1	K03625	nusB; N utilization substance protein B	71		
WP_003518759.1			17	K02200	1
WP_003518761.1			51		
WP_003518763.1			110		
WP_003518765.1	K06397	spoIIIAH; stage III sporulation protein AH	33		
WP_003518767.1	K06396	spoIIIAG; stage III sporulation protein AG	30		
WP_003518769.1	K06395	spoIIIAF; stage III sporulation protein AF	27		
WP_003518771.1	K06394	spoIIIAE; stage III sporulation protein AE	156		
WP_003518773.1	K06393	spoIIIAD; stage III sporulation protein AD	74		
WP_003518775.1	K06392	spoIIIAC; stage III sporulation protein AC	38		
WP_003518777.1	K06391	spoIIIAB; stage III sporulation protein AB	64		
WP_003518779.1	K06390	spoIIIAA; stage III sporulation protein AA	173		
WP_003518801.1	K02501	hisH; glutamine amidotransferase [EC:2.4.2.-]	119		
WP_003518803.1	K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	159		
WP_003518807.1			18	K03856	1
WP_003518809.1	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	274		
WP_003518813.1	K03406	mcp; methyl-accepting chemotaxis protein	172		
WP_003518814.1	K03407	"cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"	136		
WP_003518842.1			7	K02035	1
WP_003518853.1	K12960	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	273		
WP_003518855.1	K01251	E3.3.1.1; adenosylhomocysteinase [EC:3.3.1.1]	301		
WP_003518858.1	K03783	punA; purine-nucleoside phosphorylase [EC:2.4.2.1]	236		
WP_003518861.1	K05820	"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter"	65		
WP_003518863.1	K06415	spoVR; stage V sporulation protein R	328		
WP_003518865.1	K09786	uncharacterized protein	221		
WP_003518866.1	K07180	prkA; serine protein kinase	483		
WP_003518868.1			51		
WP_003518869.1			12		
WP_003518870.1			9	K03790	2
WP_003518873.1			134	K13947	1
WP_003518874.1			57	K11340	1
WP_003518875.1	K06001	trpB; tryptophan synthase beta chain [EC:4.2.1.20]	450		
WP_003518876.1			50	K03703	1
WP_003518879.1	K07090	uncharacterized protein	26		
WP_003518881.1	K07090	uncharacterized protein	54		
WP_003518883.1	K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS	52		
WP_003518885.1	K03694	clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	442		
WP_003518887.1	K00684	aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	133		
WP_003518890.1			167		
WP_003518891.1			63	K02455	1
WP_003518893.1			1435	K13688	115
WP_003518895.1	K03437	"spoU; RNA methyltransferase, TrmH family"	170		
WP_003518897.1	K02887	RP-L20; large subunit ribosomal protein L20	106		
WP_003518898.1	K02916	RP-L35; large subunit ribosomal protein L35	54		
WP_003518900.1	K00287	DHFR; dihydrofolate reductase [EC:1.5.1.3]	113		
WP_003518901.1	K00560	thyA; thymidylate synthase [EC:2.1.1.45]	330		
WP_003518903.1	K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	215		
WP_003518906.1	K09812	ftsE; cell division transport system ATP-binding protein	163		
WP_003518909.1	K07443	ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein	63		
WP_003518911.1			165		
WP_003518914.1			79		
WP_003518917.1	K06864	"larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase"	169		
WP_003518927.1			188		
WP_003518929.1			1	K08874	
WP_003518931.1			1		
WP_003518935.1	K01012	bioB; biotin synthase [EC:2.8.1.6]	187		
WP_003518937.1	K01935	bioD; dethiobiotin synthetase [EC:6.3.3.3]	101		
WP_003518938.1					
WP_003518940.1	K02169	bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]	104		
WP_003518944.1					
WP_003518947.1					
WP_003518949.1					
WP_003518953.1					
WP_003518955.1			17	K07074	8
WP_003518957.1			159		
WP_003518959.1			618		
WP_003518961.1			178		
WP_003518963.1	K03408	cheW; purine-binding chemotaxis protein CheW	73		
WP_003518976.1	K15898	pseI; pseudaminic acid synthase [EC:2.5.1.97]	78	K01654	62
WP_003518977.1	K06603	flaG; flagellar protein FlaG	30		
WP_003518978.1					
WP_003518979.1			116		
WP_003518982.1	K01356	lexA; repressor LexA [EC:3.4.21.88]	42		
WP_003519002.1	K07459	ybjD; putative ATP-dependent endonuclease of the OLD family	33		
WP_003519003.1	K03657	uvrD; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	64		
WP_003519005.1			2	K10845	1
WP_003519006.1			3	K13755	1
WP_003519008.1			108		
WP_003519009.1	K07079	uncharacterized protein	182		
WP_003519011.1			221		
WP_003519012.1	K01534	zntA; Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]	433		
WP_003519013.1			100	K18197	56
WP_003519014.1			265		
WP_003519027.1	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	246		
WP_003519028.1	K06334	cotJC; spore coat protein JC	133		
WP_003519029.1	K06333	cotJB; spore coat protein JB	51		
WP_003519030.1			13	K00098	1
WP_003519031.1	K02956	RP-S15; small subunit ribosomal protein S15	83		
WP_003519032.1	K00962	pnp; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	479		
WP_003519033.1			257		
WP_003519034.1	K06410	spoVFA; dipicolinate synthase subunit A	145		
WP_003519036.1	K06411	spoVFB; dipicolinate synthase subunit B	161		
WP_003519037.1	K01926	rex; redox-sensing transcriptional repressor	113		
WP_003519039.1	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	711		
WP_003519055.1			35	K00336	1
WP_003519056.1			251		
WP_003519057.1			213		
WP_003519058.1	K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]	131		
WP_003519059.1	K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]	449		
WP_003519061.1	K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]	344		
WP_003519067.1			14	K00334	1
WP_003519071.1			39	K03769	1
WP_003519072.1			216	K01179	71
WP_003519073.1			188		
WP_003519074.1			25	K20628	1
WP_003519075.1			154	K12600	15
WP_003519076.1			21	K08903	1
WP_003519077.1			8	K20628	1
WP_003519085.1			2	K09457	1
WP_003519087.1			8	K00568	1
WP_003519089.1	K00876	udk; uridine kinase [EC:2.7.1.48]	330		
WP_003519092.1			72		
WP_003519094.1					
WP_003519098.1	K00016	LDH; L-lactate dehydrogenase [EC:1.1.1.27]	132		
WP_003519104.1	K01868	TARS; threonyl-tRNA synthetase [EC:6.1.1.3]	496		
WP_003519106.1			56	K06298	1
WP_003519108.1	K02237	comEA; competence protein ComEA	31		
WP_003519111.1	K07258	dacC; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	87	K01286	22
WP_003519113.1	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]	324		
WP_003519116.1			10	K00878	1
WP_003519118.1	K03406	mcp; methyl-accepting chemotaxis protein	13		
WP_003519124.1	K07089	uncharacterized protein	237		
WP_003519126.1	K03741	ARSC2; arsenate reductase [EC:1.20.4.1]	146		
WP_003519130.1	K03892	"arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor"	32		
WP_003519132.1	K00820	glmS; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	426		
WP_003519133.1	K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]	298		
WP_003519135.1	K07137	uncharacterized protein	314		
WP_003519138.1			111		
WP_003519140.1	K18672	dacA; diadenylate cyclase [EC:2.7.7.85]	133		
WP_003519142.1	K04069	pflA; pyruvate formate lyase activating enzyme [EC:1.97.1.4]	166		
WP_003519144.1			245		
WP_003519146.1	K17836	penP; beta-lactamase class A [EC:3.5.2.6]	63	K01467	2
WP_003519149.1	K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	72		
WP_003519151.1	K07258	dacC; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	78	K01286	21
WP_003519155.1			163		
WP_003519164.1			32	K01990	1
WP_003519166.1			28		
WP_003519167.1	K03409	cheX; chemotaxis protein CheX	19		
WP_003519168.1	K00763	pncB; nicotinate phosphoribosyltransferase [EC:6.3.4.21]	366		
WP_003519170.1			76		
WP_003519171.1	K06425	sspH; small acid-soluble spore protein H (minor)	12		
WP_003519180.1	K00046	idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]	60		
WP_003519182.1			22	K17213	1
WP_003519185.1	K01834	"PGAM; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"	123		
WP_003519188.1			202		
WP_003519189.1	K03088	"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"	81		
WP_003519190.1			10	K07287	1
WP_003519192.1			1	K01869	1
WP_003519194.1			4	K15837	1
WP_003519196.1					
WP_003519198.1			174		
WP_003519199.1			14	K03790	6
WP_003519202.1			16	K01868	1
WP_003519204.1			11	K04771	2
WP_003519206.1			20	K19535	1
WP_003519208.1			277		
WP_003519210.1			34		
WP_003519219.1			55		
WP_003519227.1			12	K03825	2
WP_003519228.1			61		
WP_003519231.1			10	K19789	1
WP_003519233.1			192		
WP_003519236.1	K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	162	K10010	14
WP_003519238.1	K02029	ABC.PA.P; polar amino acid transport system permease protein	153		
WP_003519241.1	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein	102		
WP_003519243.1			28	K00265	1
WP_003519255.1	K16899	addB; ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]	618		
WP_003519257.1	K16898	addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]	648		
WP_003519267.1			11	K12132	2
WP_003519280.1					
WP_003519282.1			2	K03183	1
WP_003519284.1			111		
WP_003519285.1	K03406	mcp; methyl-accepting chemotaxis protein	112		
WP_003519286.1	K02469	gyrA; DNA gyrase subunit A [EC:5.99.1.3]	462		
WP_003519292.1	K03701	uvrA; excinuclease ABC subunit A	713		
WP_003519296.1			216	K01190	1
WP_003519299.1			154		
WP_003519302.1			30	K18101	6
WP_003519304.1			568		
WP_003519322.1			65		
WP_003519324.1			205		
WP_003519329.1			360	K03697	80
WP_003519331.1			138		
WP_003519332.1			35	K20079	2
WP_003519333.1			63		
WP_003519334.1			55	K06240	1
WP_003519336.1	K01207	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	145		
WP_003519337.1	K01873	VARS; valyl-tRNA synthetase [EC:6.1.1.9]	647		
WP_003519346.1			180	K10819	15
WP_003519349.1	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	138		
WP_003519351.1	K06409	spoVB; stage V sporulation protein B	202		
WP_003519369.1	K01677	E4.2.1.2AA; fumarate hydratase subunit alpha [EC:4.2.1.2]	198		
WP_003519374.1			27	K01448	1
WP_003519375.1			28	K01448	1
WP_003519383.1			122		
WP_003519385.1	K02503	HINT1; histidine triad (HIT) family protein	66		
WP_003519387.1			1	K10352	
WP_003519389.1			73	K15495	2
WP_003519391.1			343		
WP_003519393.1					
WP_003519396.1			3	K11997	1
WP_003519398.1			22	K09857	1
WP_003519415.1	K07979	ytrA; GntR family transcriptional regulator	72		
WP_003519417.1			51		
WP_003519418.1			300		
WP_003519419.1			19	K03806	1
WP_003519421.1	K15583	oppD; oligopeptide transport system ATP-binding protein	206		
WP_003519426.1			139		
WP_003519427.1			118		
WP_003519428.1			12	K17919	1
WP_003519429.1			120		
WP_003519430.1			54		
WP_003519431.1	K03924	moxR; MoxR-like ATPase [EC:3.6.3.-]	159		
WP_003519432.1			60		
WP_003519433.1			191		
WP_003519434.1			133	K01066	25
WP_003519435.1	K01992	ABC-2.P; ABC-2 type transport system permease protein	125		
WP_003519436.1	K01992	ABC-2.P; ABC-2 type transport system permease protein	109		
WP_003519437.1	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	167		
WP_003519438.1			47		
WP_003519439.1	K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]	83		
WP_003519441.1			10	K21672	1
WP_003519442.1					
WP_003519443.1			62		
WP_003519444.1			9	K19984	1
WP_003519447.1	K03724	lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	449		
WP_003519448.1			2	K22534	
WP_003519449.1			87		
WP_003519451.1			1	K09150	1
WP_003519458.1			60		
WP_003519459.1	K15987	hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]	342		
WP_003519460.1			117		
WP_003519461.1			55		
WP_003519462.1	K05350	bglB; beta-glucosidase [EC:3.2.1.21]	195		
WP_003519463.1			186		
WP_003519464.1			73	K00892	1
WP_003519474.1			17	K09643	1
WP_003519476.1			156	K13935	
WP_003519477.1			18	K01448	2
WP_003519478.1			18	K01448	2
WP_003519502.1			4	K05837	4
WP_003519503.1			9	K01153	1
WP_003519505.1	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	58		
WP_003519509.1			2	K18798	1
WP_003519512.1			5	K03641	1
WP_003519513.1			40	K12168	
WP_003519514.1			24	K15532	1
WP_003519521.1			4	K09795	1
WP_003519528.1			6	K02319	1
WP_003519531.1			41	K06491	1
WP_003519538.1			6	K15125	1
WP_003519540.1			31	K02945/K03527	1
WP_003519558.1			19	K01448	2
WP_003519571.1			12	K09815	1
WP_003519574.1			17	K01448	2
WP_003519601.1	K03408	cheW; purine-binding chemotaxis protein CheW	74		
WP_003519621.1			1	K03977	1
WP_003519623.1					
WP_003519663.1			131		
WP_003519665.1			162		
WP_003519693.1			114		
WP_003519717.1			7	K01776	1
WP_003519740.1	K22132	tcdA; tRNA threonylcarbamoyladenosine dehydratase	192		
WP_003519804.1	K07491	putative transposase	173		
WP_003519922.1			9	K08086	1
WP_003519966.1	K03615	rnfC; electron transport complex protein RnfC	237		
WP_003519973.1	K06436	yabG; spore coat assemly protein	151		
WP_003519977.1			148		
WP_003520010.1			32	K00380	1
WP_003520172.1	K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	218		
WP_003520176.1			66		
WP_003520182.1	K06209	pheB; chorismate mutase [EC:5.4.99.5]	75		
WP_003520193.1			7	K05637	
WP_003520198.1	K02520	infC; translation initiation factor IF-3	109		
WP_003520207.1			55		
WP_003520209.1					
WP_003520229.1			140		
WP_003520235.1			52		
WP_003520245.1			4	K06147	1
WP_003520265.1			288		
WP_003520277.1			27	K03814	1
WP_003520287.1			310		
WP_003520327.1	K01950	E6.3.5.1; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	417		
WP_003520339.1	K03589	ftsQ; cell division protein FtsQ	27		
WP_003520349.1			21	K10540	1
WP_003520364.1	K03529	smc; chromosome segregation protein	530		
WP_003520369.1			182		
WP_003520372.1	K02823	pyrDII; dihydroorotate dehydrogenase electron transfer subunit	149		
WP_003520378.1			30		
WP_003520408.1	K03408	cheW; purine-binding chemotaxis protein CheW	38		
WP_003520409.1	K05515	mrdA; penicillin-binding protein 2 [EC:3.4.16.4]	253		
WP_003520441.1	K03802	cphA; cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]	486		
WP_003520446.1	K01704	leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	123		
WP_003520465.1	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	10		
WP_003520472.1			85	K20885	1
WP_003520479.1			9	K01183	1
WP_003520521.1	K06399	spoIVB; stage IV sporulation protein B [EC:3.4.21.116]	187		
WP_003520526.1	K01790	"rfbC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"	147		
WP_003520530.1			21		
WP_003520544.1			207		
WP_003520546.1			36	K13091	1
WP_003520552.1			162		
WP_003520554.1			66		
WP_003520557.1			128		
WP_003520597.1			2	K07334	1
WP_003520602.1	K00666	fatty-acyl-CoA synthase [EC:6.2.1.-]	283		
WP_003520620.1	K00833	bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	388		
WP_003520661.1			16	K01448	2
WP_003520671.1			50	K04773	
WP_003520674.1			735		
WP_003520677.1			33	K00849	1
WP_003520679.1			164		
WP_003520682.1			741		
WP_003520684.1			125		
WP_003520686.1			288	K01447	48
WP_003520688.1			23	K20862	1
WP_003520690.1			429	K06400	52
WP_003520694.1			433	K06400	38
WP_003520696.1			144		
WP_003520699.1	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	57		
WP_003520701.1	K07451	mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	32		
WP_003520703.1	K19165	phd; antitoxin Phd	26		
WP_003520705.1			31	K10773	1
WP_003520706.1			10	K17776	1
WP_003520721.1			153		
WP_003520731.1					
WP_003520733.1			10	K04965	1
WP_003520743.1	K04759	feoB; ferrous iron transport protein B	429		
WP_003520766.1			29	K02729	1
WP_003520768.1			3	K13924	1
WP_003520794.1	K07462	recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	37		
WP_003520797.1	K05350	bglB; beta-glucosidase [EC:3.2.1.21]	327		
WP_003520820.1			157		
WP_003520835.1	K10907	aminotransferase [EC:2.6.1.-]	287		
WP_003520845.1			166		
WP_003520853.1	K04076	lonB; ATP-dependent Lon protease [EC:3.4.21.53]	373		
WP_003520857.1			9	K06894	1
WP_003520874.1			14	K06147	1
WP_003520894.1	K03524	"birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"	157		
WP_003520913.1	K01609	trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]	143		
WP_003520919.1	K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]	77		
WP_003520929.1	K02316	dnaG; DNA primase [EC:2.7.7.-]	263		
WP_003520957.1	K00788	thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	107		
WP_003520963.1	K00179	"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"	375		
WP_003520966.1	K04758	feoA; ferrous iron transport protein A	79		
WP_003520969.1	K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	210		
WP_003520976.1	K03150	thiH; 2-iminoacetate synthase [EC:4.1.99.19]	278		
WP_003520978.1	K06384	spoIIM; stage II sporulation protein M	79		
WP_003520979.1			131		
WP_003520980.1	K00088	IMPDH; IMP dehydrogenase [EC:1.1.1.205]	389		
WP_003520981.1	K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	376		
WP_003520983.1	K06024	scpB; segregation and condensation protein B	74		
WP_003520984.1			26		
WP_003520985.1			17	K21087	1
WP_003520986.1	K02945	RP-S1; small subunit ribosomal protein S1	318		
	K03527	ispH; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]			
WP_003521048.1			19	K07706	1
WP_003521052.1			51	K09809	2
WP_003521086.1	K07699	"spo0A; two-component system, response regulator, stage 0 sporulation protein A"	132		
WP_003521100.1			34		
WP_003521118.1			10	K12507	1
WP_003521121.1			9	K06079	1
WP_003521161.1			143		
WP_003521164.1			23		
WP_003521167.1			3	K00812	1
WP_003521185.1					
WP_003521200.1			173		
WP_003521203.1			128		
WP_003521232.1			114	K00588	11
WP_003521240.1	K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	257		
WP_003521254.1	K03466	"ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"	376		
WP_003521255.1			133	K10360	
WP_003521321.1			17	K03284	1
WP_003521330.1	K01738	cysK; cysteine synthase A [EC:2.5.1.47]	239		
WP_003521380.1					
WP_003521384.1			4	K10716	1
WP_003521386.1			9	K22182	1
WP_003521440.1			10	K09815	1
WP_003521553.1	K04757	rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1]	29		
WP_003521554.1			24	K03703	1
WP_003521619.1	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"	220		
WP_003521649.1	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	303		
WP_003521658.1					
WP_003521725.1					
WP_003521783.1			58		
WP_003521788.1	K02057	ABC.SS.P; simple sugar transport system permease protein	166		
WP_003521881.1			117		
WP_003522420.1			27	K13730	1
WP_003522431.1			17	K01448	1
WP_003522631.1			212		
WP_003522908.1			17	K09683	1
WP_003523036.1			263		
WP_004463183.1	K03410	cheC; chemotaxis protein CheC	148		
WP_004463317.1			130		
WP_004463341.1			9	K13679	1
WP_004463481.1			13	K08974	1
WP_004463666.1	K03655	recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]	384		
WP_004463712.1	K09761	rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	176		
WP_004463776.1			27	K01448	1
WP_004463784.1	K01733	thrC; threonine synthase [EC:4.2.3.1]	342		
WP_004463813.1			17	K03534	1
WP_004463821.1	K07491	putative transposase	149		
WP_004463855.1			1	K17900	
WP_004464483.1			10	K02171	3
WP_011837782.1			18	K01065	
WP_011837904.1			28	K01179	1
WP_011837926.1			40		
WP_011837932.1			120		
WP_011838186.1	K07497	putative transposase	169		
WP_014522587.1			132		
WP_014522588.1			5	K09955	1
WP_014522590.1			52	K07012	1
WP_014522591.1			19	K01181	6
WP_014522592.1			12	K01181	12
WP_014522593.1			354		
WP_014522594.1			17	K01179	1
WP_014522595.1			8	K20276	1
WP_014522596.1			205		
WP_014522598.1			17	K03100	1
WP_014522599.1			192		
WP_014522605.1	K07491	putative transposase	172		
WP_014522610.1			257	K01361	1
WP_014522611.1			35	K07304	1
WP_014522612.1			1	K20859	1
WP_014522613.1			66		
WP_014522615.1			4	K15462	1
WP_014522616.1			1	K20276	1
WP_014522619.1	K04759	feoB; ferrous iron transport protein B	447		
WP_014522622.1			3	K03705	1
WP_014522626.1			242		
WP_014522629.1	K03570	mreC; rod shape-determining protein MreC	81		
WP_014522631.1	K03406	mcp; methyl-accepting chemotaxis protein	223		
WP_014522635.1	K06950	uncharacterized protein	10		
WP_014522636.1			26		
WP_014522637.1			7	K13255	1
WP_014522638.1			108		
WP_014522640.1			29	K12311	1
WP_014522642.1			63	K01183	1
WP_014522644.1			72	K04066	1
WP_014522646.1			62		
WP_014522648.1			6	K15125	1
WP_014522650.1			8	K15125	1
WP_014522651.1			8	K15125	1
WP_014522652.1			1	K00339	1
WP_014522653.1			9	K02319	1
WP_014522658.1			177		
WP_014522659.1			176		
WP_014522661.1			8	K01647	1
WP_020457866.1			13		
WP_020458025.1	K03737	por; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	920		
WP_023062381.1			9	K07130	1
WP_037294340.1			2	K08900	1
WP_037294357.1			1	K07025	1
WP_037294450.1			1	K08462	
WP_037294459.1			1	K03861	1
WP_037294482.1			130		
WP_037294493.1			2	K03564	1
WP_037294497.1					
WP_037294505.1					
WP_037294512.1			1	K03667	1
WP_037294540.1			1	K19997	1
WP_037294588.1					
WP_037294635.1			1	K20392	1
WP_037294696.1	K15582	oppC; oligopeptide transport system permease protein	227		
WP_037294720.1					
WP_037294831.1					
WP_037294838.1	K03666	hfq; host factor-I protein	76		
WP_037294861.1			18	K03077	1
WP_037294864.1			12	K07160	1
WP_037294997.1			7		
WP_037295047.1	K02838	frr; ribosome recycling factor	119		
WP_037295074.1			3	K03183	1
WP_037295109.1			2	K02014	1
WP_037295113.1			5	K07045	1
WP_037295130.1					
WP_037295987.1					
WP_037322679.1			4	K02346	1
WP_041740025.1			9	K07485	1
WP_041740028.1			2	K19346	
WP_041740033.1			10	K07485	1
WP_041740090.1			5	K00991	1
WP_041740120.1			5	K05954	1
WP_041740123.1			4	K06245	1
WP_049756130.1			1		
WP_049756132.1			4	K10934	1
WP_049776348.1			22	K03587	1
WP_080514900.1					
WP_080514902.1	K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	168		
WP_080514903.1	K02278	cpaA; prepilin peptidase CpaA [EC:3.4.23.43]	31		
WP_080514905.1			129		
WP_080514909.1					
WP_080514911.1					
WP_080514919.1			4	K08242	1
WP_080514924.1			3		
WP_080514925.1			6	K08083	1
WP_080514926.1					
WP_080514930.1					
WP_080514932.1			3	K02204	2
