Protein_Accession	MD5	Seq_Len	Analysis	Signature_Accession	Signature_Descr	Start_location	Stop_location	Score (Eval)	Match	Date	InterPro_annot	InterPro_desc	GO_annot	Pathways_annot
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	Pfam	PF00208	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	199	443	8.00E-94	T	20-06-2018	IPR006096	"Glutamate/phenylalanine/leucine/valine dehydrogenase, C-terminal"	GO:0006520|GO:0016491|GO:0055114	Reactome: R-HSA-2151201|Reactome: R-HSA-70614
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	PIRSF	PIRSF000185		19	444	2.00E-127	T	20-06-2018	IPR014362	Glutamate dehydrogenase	GO:0016639|GO:0055114	
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	SUPERFAMILY	SSF51735		199	444	3.52E-80	T	20-06-2018	IPR036291	NAD(P)-binding domain superfamily		
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	PANTHER	PTHR43571		4	444	9.30E-210	T	20-06-2018				
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	Gene3D	G3DSA:3.40.50.10860		58	187	3.50E-58	T	20-06-2018				
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	PRINTS	PR00082	Glutamate/leucine/phenylalanine/valine dehydrogenase signature	190	212	1.00E-30	T	20-06-2018	IPR006095	Glutamate/phenylalanine/leucine/valine dehydrogenase	GO:0006520|GO:0016491|GO:0055114	Reactome: R-HSA-2151201|Reactome: R-HSA-70614
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	PRINTS	PR00082	Glutamate/leucine/phenylalanine/valine dehydrogenase signature	111	125	1.00E-30	T	20-06-2018	IPR006095	Glutamate/phenylalanine/leucine/valine dehydrogenase	GO:0006520|GO:0016491|GO:0055114	Reactome: R-HSA-2151201|Reactome: R-HSA-70614
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	PRINTS	PR00082	Glutamate/leucine/phenylalanine/valine dehydrogenase signature	233	253	1.00E-30	T	20-06-2018	IPR006095	Glutamate/phenylalanine/leucine/valine dehydrogenase	GO:0006520|GO:0016491|GO:0055114	Reactome: R-HSA-2151201|Reactome: R-HSA-70614
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	PRINTS	PR00082	Glutamate/leucine/phenylalanine/valine dehydrogenase signature	369	380	1.00E-30	T	20-06-2018	IPR006095	Glutamate/phenylalanine/leucine/valine dehydrogenase	GO:0006520|GO:0016491|GO:0055114	Reactome: R-HSA-2151201|Reactome: R-HSA-70614
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	CDD	cd05313	NAD_bind_2_Glu_DH	192	444	2.42E-148	T	20-06-2018	IPR033922	NAD(P) binding domain of glutamate dehydrogenase	GO:0016639	Reactome: R-HSA-2151201|Reactome: R-HSA-70614
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	SMART	SM00839		201	443	3.60E-94	T	20-06-2018	IPR006096	"Glutamate/phenylalanine/leucine/valine dehydrogenase, C-terminal"	GO:0006520|GO:0016491|GO:0055114	Reactome: R-HSA-2151201|Reactome: R-HSA-70614
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	Pfam	PF02812	"Glu/Leu/Phe/Val dehydrogenase, dimerisation domain"	54	181	1.10E-52	T	20-06-2018	IPR006097	"Glutamate/phenylalanine/leucine/valine dehydrogenase, dimerisation domain"	GO:0006520|GO:0016491|GO:0055114	Reactome: R-HSA-2151201|Reactome: R-HSA-70614
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	Gene3D	G3DSA:1.10.285.10		3	57	1.10E-09	T	20-06-2018				
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	Gene3D	G3DSA:1.10.285.10		371	444	5.20E-28	T	20-06-2018				
WP_003512660.1	9fb4835c43caea342df21d389bdd423e	444	ProSitePatterns	PS00074	Glu / Leu / Phe / Val dehydrogenases active site.	119	132	-	T	20-06-2018	IPR033524	Leu/Phe/Val dehydrogenases active site		Reactome: R-HSA-2151201|Reactome: R-HSA-70614
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	MobiDBLite	mobidb-lite	consensus disorder prediction	198	220	-	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Pfam	PF14579	Helix-hairpin-helix motif	1353	1435	1.20E-14	T	20-06-2018	IPR029460	"DNA polymerase, helix-hairpin-helix motif"		KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	SMART	SM00479		428	593	2.50E-55	T	20-06-2018	IPR013520	"Exonuclease, RNase T/DNA polymerase III"		
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	SMART	SM00481		344	411	4.10E-28	T	20-06-2018	IPR003141	"Polymerase/histidinol phosphatase, N-terminal"		
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	PANTHER	PTHR23044		46	1290	0	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	TIGRFAM	TIGR01405	"polC_Gram_pos: DNA polymerase III, alpha subunit, Gram-positive type"	241	1441	0	T	20-06-2018	IPR006308	"DNA polymerase III, alpha subunit, Gram-positive type"	GO:0003677|GO:0003887|GO:0005737|GO:0006260	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	SUPERFAMILY	SSF53098		428	881	6.83E-107	T	20-06-2018	IPR012337	Ribonuclease H-like superfamily		
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Pfam	PF14480	DNA polymerase III polC-type N-terminus I	11	78	3.90E-11	T	20-06-2018	IPR028112	"DNA polymerase III polC-type, N-terminal domain I"		KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Gene3D	G3DSA:3.30.420.10		420	576	4.20E-43	T	20-06-2018	IPR036397	Ribonuclease H superfamily	GO:0003676	
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Pfam	PF02811	PHP domain	345	701	9.80E-52	T	20-06-2018	IPR004013	PHP domain	GO:0003824	
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Pfam	PF00929	Exonuclease	430	584	1.80E-40	T	20-06-2018	IPR013520	"Exonuclease, RNase T/DNA polymerase III"		
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Gene3D	G3DSA:3.20.20.140		605	800	3.60E-32	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Coils	Coil		713	733	-	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Hamap	MF_00356	DNA polymerase III PolC-type [polC].	1	1442	400.718	T	20-06-2018	IPR006308	"DNA polymerase III, alpha subunit, Gram-positive type"	GO:0003677|GO:0003887|GO:0005737|GO:0006260	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Gene3D	G3DSA:1.10.150.280		1329	1435	0.007	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Pfam	PF11490	DNA polymerase III polC-type N-terminus II	94	207	2.10E-24	T	20-06-2018	IPR024754	"DNA polymerase III polC-like, N-terminal domain II"		KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	CDD	cd07435	PHP_PolIIIA_POLC	343	813	1.56E-114	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	CDD	cd04484	polC_OBF	248	330	5.29E-25	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Gene3D	G3DSA:1.20.5.140		577	596	2.50E-12	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Pfam	PF07733	Bacterial DNA polymerase III alpha subunit	829	1242	5.90E-91	T	20-06-2018	IPR011708	"Bacterial DNA polymerase III, alpha subunit"	GO:0006260|GO:0008408	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	PANTHER	PTHR23044:SF26		46	1290	0	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Coils	Coil		1315	1335	-	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	Gene3D	G3DSA:2.40.50.140		230	331	3.50E-16	T	20-06-2018				
WP_003515548.1	4ebf905ccdb6f2c7dbb3b8ec556af6d2	1442	TIGRFAM	TIGR00573	"dnaq: exonuclease, DNA polymerase III, epsilon subunit family"	428	641	2.70E-42	T	20-06-2018	IPR006054	"DNA polymerase III epsilon subunit, exonuclease domain"	GO:0003677|GO:0003887|GO:0006260	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	PANTHER	PTHR43794		2	429	2.20E-131	T	20-06-2018				
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	SUPERFAMILY	SSF51556		60	355	1.19E-91	T	20-06-2018	IPR032466	Metal-dependent hydrolase		
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	Gene3D	G3DSA:3.20.20.140		71	373	1.50E-57	T	20-06-2018				
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	PANTHER	PTHR43794:SF3		2	429	2.20E-131	T	20-06-2018				
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	Hamap	MF_01281	5'-deoxyadenosine deaminase [dadD].	2	430	45.422	T	20-06-2018	IPR023512	Deaminase MtaD/DadD	GO:0019239	
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	SUPERFAMILY	SSF51338		355	430	1.83E-34	T	20-06-2018	IPR011059	"Metal-dependent hydrolase, composite domain superfamily"	GO:0016810	
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	SUPERFAMILY	SSF51338		1	60	1.83E-34	T	20-06-2018	IPR011059	"Metal-dependent hydrolase, composite domain superfamily"	GO:0016810	
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	Pfam	PF01979	Amidohydrolase family	57	404	6.40E-73	T	20-06-2018	IPR006680	Amidohydrolase-related	GO:0016787	
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	Gene3D	G3DSA:2.30.40.10		1	70	8.40E-17	T	20-06-2018	IPR011059	"Metal-dependent hydrolase, composite domain superfamily"	GO:0016810	
WP_003518853.1	f741b7a4e906f31cc0c45670b3a3af23	431	CDD	cd01298	ATZ_TRZ_like	3	411	0	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	ProSitePatterns	PS00301	Translational (tr)-type guanine nucleotide-binding (G) domain signature.	44	59	-	T	20-06-2018	IPR031157	"Tr-type G domain, conserved site"		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	SMART	SM00889		396	510	1.80E-27	T	20-06-2018	IPR005517	"Translation elongation factor EFG/EF2, domain IV"	GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	SUPERFAMILY	SSF52540		6	222	2.97E-66	T	20-06-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PANTHER	PTHR43636:SF2		156	597	5.30E-133	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PANTHER	PTHR43636:SF2		6	153	5.30E-133	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	CDD	cd03711	Tet_C	515	592	2.53E-37	T	20-06-2018	IPR035650	"Tetracycline resistance protein, C-terminal"		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PANTHER	PTHR43636		6	153	5.30E-133	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Pfam	PF14492	"Elongation Factor G, domain II"	322	392	2.70E-07	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Pfam	PF00009	Elongation factor Tu GTP binding domain	5	222	1.30E-52	T	20-06-2018	IPR000795	"Transcription factor, GTP-binding domain"	GO:0003924|GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	1	152	5.50E-25	T	20-06-2018	IPR005225	Small GTP-binding protein domain	GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Gene3D	G3DSA:2.40.30.10		231	321	1.80E-15	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	SUPERFAMILY	SSF54211		397	510	3.34E-27	T	20-06-2018	IPR020568	Ribosomal protein S5 domain 2-type fold		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Gene3D	G3DSA:3.30.230.10		409	525	7.90E-41	T	20-06-2018	IPR014721	"Ribosomal protein S5 domain 2-type fold, subgroup"		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	CDD	cd01684	Tet_like_IV	397	510	3.90E-49	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Gene3D	G3DSA:3.30.70.870		322	408	1.20E-15	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	CDD	cd04168	TetM_like	5	223	1.55E-105	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	SMART	SM00838		512	598	6.40E-04	T	20-06-2018	IPR000640	"Elongation factor EFG, domain V-like"		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Gene3D	G3DSA:3.40.50.1010		708	815	2.30E-04	T	20-06-2018	IPR029060	PIN-like domain superfamily		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Pfam	PF05991	YacP-like NYN domain	713	874	2.70E-53	T	20-06-2018	IPR010298	Protein of unknown function DUF901		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Coils	Coil		827	857	-	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Pfam	PF00679	Elongation factor G C-terminus	512	594	2.10E-17	T	20-06-2018	IPR000640	"Elongation factor EFG, domain V-like"		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	ProSiteProfiles	PS51722	Translational (tr)-type guanine nucleotide-binding (G) domain profile.	1	227	57.818	T	20-06-2018	IPR000795	"Transcription factor, GTP-binding domain"	GO:0003924|GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PRINTS	PR01037	Tetracycline resistance protein TetO/TetQ/TetM family signature	109	132	2.20E-05	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PRINTS	PR01037	Tetracycline resistance protein TetO/TetQ/TetM family signature	432	446	2.20E-05	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	SUPERFAMILY	SSF54980		512	594	4.65E-16	T	20-06-2018	IPR035647	EF-G domain III/V-like		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PRINTS	PR00315	GTP-binding elongation factor signature	87	98	4.50E-12	T	20-06-2018	IPR000795	"Transcription factor, GTP-binding domain"	GO:0003924|GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PRINTS	PR00315	GTP-binding elongation factor signature	71	81	4.50E-12	T	20-06-2018	IPR000795	"Transcription factor, GTP-binding domain"	GO:0003924|GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PRINTS	PR00315	GTP-binding elongation factor signature	5	18	4.50E-12	T	20-06-2018	IPR000795	"Transcription factor, GTP-binding domain"	GO:0003924|GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PRINTS	PR00315	GTP-binding elongation factor signature	51	59	4.50E-12	T	20-06-2018	IPR000795	"Transcription factor, GTP-binding domain"	GO:0003924|GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PRINTS	PR00315	GTP-binding elongation factor signature	123	132	4.50E-12	T	20-06-2018	IPR000795	"Transcription factor, GTP-binding domain"	GO:0003924|GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	SUPERFAMILY	SSF50447		210	313	7.42E-13	T	20-06-2018	IPR009000	"Translation protein, beta-barrel domain superfamily"		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Gene3D	G3DSA:3.30.70.240		526	600	4.30E-13	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Pfam	PF03764	"Elongation factor G, domain IV"	396	509	1.10E-18	T	20-06-2018	IPR005517	"Translation elongation factor EFG/EF2, domain IV"	GO:0005525	
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Gene3D	G3DSA:3.40.50.300		1	164	8.80E-34	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	Gene3D	G3DSA:3.40.50.300		165	230	3.70E-04	T	20-06-2018				
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	SUPERFAMILY	SSF54980		322	397	4.03E-14	T	20-06-2018	IPR035647	EF-G domain III/V-like		
WP_003518959.1	b080815dfdde5cb5bc2147aae641197b	888	PANTHER	PTHR43636		156	597	5.30E-133	T	20-06-2018				
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	PANTHER	PTHR11469		2	442	1.50E-111	T	20-06-2018	IPR001672	Phosphoglucose isomerase (PGI)	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	CDD	cd05016	SIS_PGI_2	267	431	1.30E-61	T	20-06-2018	IPR035482	"Phosphoglucose isomerase, SIS domain 2"		KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	Hamap	MF_00473	Glucose-6-phosphate isomerase [pgi].	1	435	25.628	T	20-06-2018	IPR001672	Phosphoglucose isomerase (PGI)	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	ProSitePatterns	PS00765	Phosphoglucose isomerase signature 1.	202	215	-	T	20-06-2018	IPR018189	"Phosphoglucose isomerase, conserved site"	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	Gene3D	G3DSA:3.40.50.10490		62	207	3.80E-47	T	20-06-2018				
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	PRINTS	PR00662	Glucose-6-phosphate isomerase signature	198	216	4.10E-27	T	20-06-2018	IPR001672	Phosphoglucose isomerase (PGI)	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	PRINTS	PR00662	Glucose-6-phosphate isomerase signature	273	294	4.10E-27	T	20-06-2018	IPR001672	Phosphoglucose isomerase (PGI)	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	PRINTS	PR00662	Glucose-6-phosphate isomerase signature	76	95	4.10E-27	T	20-06-2018	IPR001672	Phosphoglucose isomerase (PGI)	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	PRINTS	PR00662	Glucose-6-phosphate isomerase signature	408	421	4.10E-27	T	20-06-2018	IPR001672	Phosphoglucose isomerase (PGI)	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	PRINTS	PR00662	Glucose-6-phosphate isomerase signature	394	408	4.10E-27	T	20-06-2018	IPR001672	Phosphoglucose isomerase (PGI)	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	PRINTS	PR00662	Glucose-6-phosphate isomerase signature	376	394	4.10E-27	T	20-06-2018	IPR001672	Phosphoglucose isomerase (PGI)	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	ProSitePatterns	PS00174	Phosphoglucose isomerase signature 2.	408	425	-	T	20-06-2018	IPR018189	"Phosphoglucose isomerase, conserved site"	GO:0004347|GO:0006094|GO:0006096	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263
WP_003512317.1	c499dd17c7b99a28e08dfb6c04142062	448	PANTHER	PTHR11469:SF1		2	442	1.50E-111	T	20-06-2018				
